Date : 2023-01-02 00:18:28
Directory : c:\Users\User\Desktop\receive\linkspeak
Total : 457 files,  107651 codes, 1653 comments, 4836 blanks, all 114140 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\User\Desktop\receive\linkspeak\functions\.eslintrc.js                                                     | JavaScript |         17 |          0 |          1 |         18 |
| c:\Users\User\Desktop\receive\linkspeak\functions\index.js                                                         | JavaScript |        137 |          0 |          1 |        138 |
| c:\Users\User\Desktop\receive\linkspeak\functions\package-lock.json                                                | JSON       |      2,652 |          0 |          1 |      2,653 |
| c:\Users\User\Desktop\receive\linkspeak\functions\package.json                                                     | JSON       |         27 |          0 |          1 |         28 |
| c:\Users\User\Desktop\receive\linkspeak\ios\Runner\AppDelegate.swift                                               | Swift      |         30 |          3 |         12 |         45 |
| c:\Users\User\Desktop\receive\linkspeak\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json                | JSON       |          1 |          0 |          0 |          1 |
| c:\Users\User\Desktop\receive\linkspeak\ios\Runner\Assets.xcassets\BrandingImage.imageset\Contents.json            | JSON       |         23 |          0 |          1 |         24 |
| c:\Users\User\Desktop\receive\linkspeak\ios\Runner\Assets.xcassets\LaunchBackground.imageset\Contents.json         | JSON       |         21 |          0 |          1 |         22 |
| c:\Users\User\Desktop\receive\linkspeak\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json              | JSON       |         23 |          0 |          1 |         24 |
| c:\Users\User\Desktop\receive\linkspeak\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md                  | Markdown   |          3 |          0 |          2 |          5 |
| c:\Users\User\Desktop\receive\linkspeak\ios\Runner\Base.lproj\LaunchScreen.storyboard                              | XML        |         43 |          1 |          0 |         44 |
| c:\Users\User\Desktop\receive\linkspeak\ios\Runner\Base.lproj\Main.storyboard                                      | XML        |         25 |          1 |          1 |         27 |
| c:\Users\User\Desktop\receive\linkspeak\ios\Runner\FLTGoogleMobileAdsPlugin.h                                      | C++        |          3 |          6 |          4 |         13 |
| c:\Users\User\Desktop\receive\linkspeak\ios\Runner\NativeAdView.xib                                                | XML        |        149 |          0 |          0 |        149 |
| c:\Users\User\Desktop\receive\linkspeak\ios\Runner\Runner-Bridging-Header.h                                        | C++        |          1 |          0 |          1 |          2 |
| c:\Users\User\Desktop\receive\linkspeak\ios\Runner\UnifiedNativeAdView.xib                                         | XML        |         95 |          0 |          0 |         95 |
| c:\Users\User\Desktop\receive\linkspeak\ios\firebase_app_id_file.json                                              | JSON       |          7 |          0 |          0 |          7 |
| c:\Users\User\Desktop\receive\linkspeak\lib\Locales\appLanguage.dart                                               | Dart       |      1,454 |          0 |        151 |      1,605 |
| c:\Users\User\Desktop\receive\linkspeak\lib\Locales\ar_appLanguage.dart                                            | Dart       |      1,492 |          0 |        171 |      1,663 |
| c:\Users\User\Desktop\receive\linkspeak\lib\Locales\en_appLanguage.dart                                            | Dart       |      1,457 |          0 |        151 |      1,608 |
| c:\Users\User\Desktop\receive\linkspeak\lib\Locales\tr_appLanguage.dart                                            | Dart       |      1,569 |          0 |        201 |      1,770 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\generalAdmin.dart                                                | Dart       |         51 |          0 |          4 |         55 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\adminFeeedbackScreen.dart                                | Dart       |        126 |          0 |          9 |        135 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\allPostsScreen.dart                                      | Dart       |         85 |          0 |          8 |         93 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\allUserClubsScreen.dart                                  | Dart       |        168 |          0 |         11 |        179 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\archiveFindScreen.dart                                   | Dart       |        178 |          0 |         12 |        190 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\archiveItemsScreen.dart                                  | Dart       |        328 |          0 |         17 |        345 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\controlDailyDetails.dart                                 | Dart       |         43 |          0 |          4 |         47 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\controlDailyLoginSearch.dart                             | Dart       |        183 |          0 |          9 |        192 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\controlDailyLogins.dart                                  | Dart       |         65 |          0 |          4 |         69 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\controlDailyScreen.dart                                  | Dart       |         78 |          0 |          8 |         86 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\controlDayScreen.dart                                    | Dart       |        110 |          0 |          8 |        118 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\findScreen.dart                                          | Dart       |        330 |          1 |         11 |        342 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\generalControlScreen.dart                                | Dart       |         77 |          0 |          9 |         86 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\generalItemsScreen.dart                                  | Dart       |        104 |          0 |          8 |        112 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\mainAdminScreen.dart                                     | Dart       |        322 |          0 |          7 |        329 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\mainArchiveScreen.dart                                   | Dart       |        220 |          0 |          4 |        224 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\mainControlScreen.dart                                   | Dart       |         47 |          0 |          4 |         51 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\mainProfanityScreen.dart                                 | Dart       |        188 |          0 |          4 |        192 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\newFlaresScreen.dart                                     | Dart       |        194 |          0 |         11 |        205 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\profanityItemsScreen.dart                                | Dart       |        275 |          1 |         13 |        289 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\userCollectionDocsScreen.dart                            | Dart       |         64 |          0 |          5 |         69 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\userDailyCollectionsScreen.dart                          | Dart       |        189 |          0 |          9 |        198 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\userDailyDetailsScreen.dart                              | Dart       |         46 |          0 |          4 |         50 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\screens\userDailyScreen.dart                                     | Dart       |        101 |          0 |          7 |        108 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\All Posts\allPostsTab.dart                               | Dart       |        226 |          8 |         12 |        246 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Archives\archiveFindButton.dart                          | Dart       |         22 |          0 |          4 |         26 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Archives\archiveWidget.dart                              | Dart       |         33 |          0 |          4 |         37 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Finders\findFAB.dart                                     | Dart       |         22 |          0 |          4 |         26 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Finders\findField.dart                                   | Dart       |         57 |          1 |          2 |         60 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Generals\generalTab.dart                                 | Dart       |        266 |          0 |         12 |        278 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Generals\generalTabBar.dart                              | Dart       |         33 |          0 |          3 |         36 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Generals\generalTabs.dart                                | Dart       |        150 |          0 |          6 |        156 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Generals\generalWidget.dart                              | Dart       |        269 |          0 |          7 |        276 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Misc\adminFAB.dart                                       | Dart       |         20 |          0 |          3 |         23 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Misc\banDialog.dart                                      | Dart       |        237 |          0 |          9 |        246 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Misc\docDetailsDialog.dart                               | Dart       |        128 |          0 |          4 |        132 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Misc\navigationTile.dart                                 | Dart       |         16 |          0 |          3 |         19 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Misc\prohibitDialog.dart                                 | Dart       |        226 |          0 |          9 |        235 |
| c:\Users\User\Desktop\receive\linkspeak\lib\admin\widgets\Profanity\profanityWidget.dart                           | Dart       |        166 |          0 |          4 |        170 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\adminItem.dart                                                   | Dart       |        254 |          0 |         11 |        265 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\adminsScreen.dart                                                | Dart       |        258 |          0 |         11 |        269 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\assignAdminScreen.dart                                           | Dart       |        259 |          0 |         10 |        269 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\banItem.dart                                                     | Dart       |        283 |          0 |         11 |        294 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\banMemberScreen.dart                                             | Dart       |        258 |          0 |         10 |        268 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubAboutTab.dart                                                | Dart       |         89 |          0 |          4 |         93 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubAlertsScreen.dart                                            | Dart       |        235 |          0 |         10 |        245 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubAvatar.dart                                                  | Dart       |        110 |          0 |         10 |        120 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubBannedScreen.dart                                            | Dart       |        276 |          0 |         11 |        287 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubBanner.dart                                                  | Dart       |        487 |          7 |          9 |        503 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubCenterScreen.dart                                            | Dart       |        275 |          0 |         10 |        285 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubJoinButton.dart                                              | Dart       |        318 |          0 |         10 |        328 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubJoinRequest.dart                                             | Dart       |        221 |          0 |          9 |        230 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubMemberScreen.dart                                            | Dart       |        334 |          0 |         11 |        345 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubPostsTab.dart                                                | Dart       |        483 |          2 |         14 |        499 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubQRcode.dart                                                  | Dart       |         16 |          0 |          3 |         19 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubRequestsScreen.dart                                          | Dart       |        190 |          2 |          9 |        201 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubScreen.dart                                                  | Dart       |        699 |          4 |         19 |        722 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubSensitiveBanner.dart                                         | Dart       |         47 |          0 |          5 |         52 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubTabBar.dart                                                  | Dart       |         49 |          0 |          4 |         53 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubTabs.dart                                                    | Dart       |         31 |          0 |          6 |         37 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\clubTopicsTab.dart                                               | Dart       |        145 |          0 |          4 |        149 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\createClubScreen.dart                                            | Dart       |        834 |          0 |         20 |        854 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\manageClubScreen.dart                                            | Dart       |      1,167 |          6 |         37 |      1,210 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\newClubPost.dart                                                 | Dart       |      3,167 |          0 |         96 |      3,263 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\privateClub.dart                                                 | Dart       |         23 |          0 |          3 |         26 |
| c:\Users\User\Desktop\receive\linkspeak\lib\clubs\publishClubPost.dart                                             | Dart       |         19 |          0 |          5 |         24 |
| c:\Users\User\Desktop\receive\linkspeak\lib\firebase_options.dart                                                  | Dart       |         54 |         12 |          5 |         71 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\addFlareComment.dart                                            | Dart       |        904 |         39 |         24 |        967 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\addFlareReply.dart                                              | Dart       |        921 |         34 |         25 |        980 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\addedFlare.dart                                                 | Dart       |         57 |          0 |          5 |         62 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\collectionFlareScreen.dart                                      | Dart       |         65 |          0 |          8 |         73 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\collectionFlareTab.dart                                         | Dart       |         92 |          0 |          6 |         98 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\collectionFlareWidget.dart                                      | Dart       |        272 |         31 |         12 |        315 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\customizeFlareScreen.dart                                       | Dart       |        167 |          0 |         10 |        177 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareAlertsScreen.dart                                          | Dart       |        247 |          0 |          7 |        254 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareBanner.dart                                                | Dart       |        101 |          0 |          7 |        108 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareBaseline.dart                                              | Dart       |        645 |          4 |         21 |        670 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareComment.dart                                               | Dart       |        575 |          0 |         11 |        586 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareCommentAlerts.dart                                         | Dart       |        175 |          1 |         10 |        186 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareCommentLikesScreen.dart                                    | Dart       |        335 |          0 |         10 |        345 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareCommentRepliesScreen.dart                                  | Dart       |        817 |          4 |         21 |        842 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareComments.dart                                              | Dart       |        889 |         27 |         21 |        937 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareHistory.dart                                               | Dart       |        776 |          0 |         18 |        794 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareHistoryScreen.dart                                         | Dart       |         37 |          0 |          5 |         42 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareLikeAlerts.dart                                            | Dart       |        173 |          1 |         10 |        184 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareLikes.dart                                                 | Dart       |        561 |          0 |         17 |        578 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareMegaLike.dart                                              | Dart       |         52 |          1 |          7 |         60 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareProfileBanner.dart                                         | Dart       |         22 |          0 |          4 |         26 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareProfileScreen.dart                                         | Dart       |        928 |          1 |         31 |        960 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareProfileTab.dart                                            | Dart       |         17 |          0 |          5 |         22 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareReply.dart                                                 | Dart       |        576 |         12 |         13 |        601 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareTabWidget.dart                                             | Dart       |      1,221 |          0 |         33 |      1,254 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareTimer.dart                                                 | Dart       |         32 |          0 |          4 |         36 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareViews.dart                                                 | Dart       |        547 |          0 |         14 |        561 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flareWidget.dart                                                | Dart       |        370 |          0 |          9 |        379 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\flaresTab.dart                                                  | Dart       |        464 |          6 |         12 |        482 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\fullFlare.dart                                                  | Dart       |        219 |          1 |         13 |        233 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\likedFlareScreen.dart                                           | Dart       |         37 |          0 |          5 |         42 |
| c:\Users\User\Desktop\receive\linkspeak\lib\flares\likedFlares.dart                                                | Dart       |        564 |          0 |         12 |        576 |
